,year,gender,place,place_gender,name,bib,division,half,finish
304,2019,W,1000,110,"Ross, Lauren (USA)",625,25-29,01:23:01,02:52:43
305,2019,W,1004,112,"Laperle, Annie (CAN)",541,40-44,01:26:30,02:52:45
306,2019,W,1013,114,"Baugh, Sara (USA)",374,25-29,01:22:40,02:52:50
307,2019,W,1045,116,"Tsang, Michelle (USA)",671,30-34,01:27:20,02:53:13
308,2019,W,1076,118,"Wong, Marina (AUS)",1100,40-44,01:25:40,02:53:34
309,2019,W,1086,120,"Falk, Marianne (USA)",20169,35-39,01:26:07,02:53:42
310,2019,W,1113,122,"Horioka, Tomoko (JPN)",503,35-39,01:25:20,02:53:58
311,2019,W,1121,124,"Wild Wickman, Sara (USA)",11170,30-34,01:27:21,02:54:02
312,2019,W,1128,126,"Allen, Riki (USA)",20107,30-34,01:25:55,02:54:06
313,2019,W,1136,128,"Yang, Rochelle (USA)",696,25-29,01:25:12,02:54:09
314,2019,W,1167,130,"Angelo, Thia (USA)",12014,30-34,01:27:04,02:54:25
315,2019,W,1188,132,"Ozeki, Liz (USA)",14033,30-34,01:27:06,02:54:37
316,2019,W,1209,134,"Donahue, Mackenzie (USA)",444,20-24,01:22:58,02:54:45
317,2019,W,1228,136,"Day, Emily (USA)",12057,20-24,01:26:12,02:54:56
318,2019,W,1262,138,"Pastrana, Erika (USA)",10003,40-44,01:26:36,02:55:19
319,2019,W,1298,140,"Schlotthauer, Amy (USA)",642,35-39,01:26:11,02:55:36
320,2019,W,1306,142,"Saez, Carla (CHI)",2182,30-34,01:26:23,02:55:41
321,2019,W,1316,144,"Osler, Jennifer (USA)",11151,40-44,01:28:07,02:55:46
322,2019,W,1324,146,"Spataro, Carly (USA)",13273,30-34,01:26:29,02:55:50
323,2019,W,1334,148,"Dwyer, Deirdre (USA)",15118,25-29,01:26:33,02:55:59
324,2019,W,1341,150,"Salisbury, Danielle (USA)",13616,35-39,01:29:10,02:56:01
325,2019,W,1371,152,"Poitras, Caroline (CAN)",2128,40-44,01:28:36,02:56:12
326,2019,W,1423,154,"Norris, Christina (CAN)",11169,30-34,01:27:51,02:56:36
327,2019,W,1477,156,"Bartlett, Xana (USA)",14103,25-29,01:27:29,02:57:03
328,2019,W,1494,158,"Montoya Gonzalez, Karina Itzel (MEX)",4099,20-24,01:24:15,02:57:09
329,2019,W,1507,160,"Rooney, Tracey (USA)",11062,25-29,01:27:24,02:57:15
330,2019,W,1546,162,"Bida, Mary (USA)",384,20-24,01:24:48,02:57:29
331,2019,W,1559,164,"Hochstein, Lydia (USA)",500,30-34,01:25:56,02:57:37
332,2019,W,1563,166,"Anjos, Liz (USA)",361,30-34,01:29:10,02:57:37
333,2019,W,1592,168,"Rundle, Eleni (USA)",629,35-39,01:24:56,02:57:52
334,2019,W,1609,170,"Bischoff, Sarah (USA)",8093,20-24,01:27:05,02:58:00
335,2019,W,1623,172,"Nist, Emily (USA)",13164,25-29,01:24:14,02:58:03
336,2019,W,1642,174,"Masaki, Hiromi (JPN)",561,45-49,01:26:08,02:58:15
337,2019,W,1652,176,"Lohri, Nicole (SUI)",17103,45-49,01:27:07,02:58:19
338,2019,W,1663,178,"Shunk, Emma (USA)",14025,25-29,01:24:17,02:58:23
339,2019,W,1697,180,"Birth-Davis, Carrie (USA)",388,35-39,01:26:43,02:58:33
340,2019,W,1727,182,"Gu, Yiwen (CHN)",2199,25-29,01:27:31,02:58:44
341,2019,W,1740,184,"Hudson, Amy (GBR)",7083,30-34,01:28:28,02:58:47
342,2019,W,1754,186,"Cockshutt, April (CAN)",2139,25-29,01:30:01,02:58:52
343,2019,W,1773,188,"Esposito, Julie (USA)",11109,30-34,01:27:27,02:58:56
344,2019,W,1787,190,"Hess, Pam (USA)",17149,25-29,01:26:42,02:58:59
345,2019,W,1800,192,"Gilbert, Kaytlin (USA)",12139,25-29,01:28:14,02:59:02
346,2019,W,1805,194,"Blackman, Manon (USA)",389,20-24,01:25:52,02:59:04
347,2019,W,1867,196,"Murphy, Teresa (IRL)",8011,40-44,01:28:56,02:59:21
348,2019,W,1878,198,"Oliveira, Marina (BRA)",1159,35-39,01:29:08,02:59:24
349,2019,W,1906,200,"Palomino Cardoso, Laura (MEX)",4233,25-29,01:26:08,02:59:36
350,2019,W,1916,202,"Baskin, Hana (USA)",11446,30-34,01:31:21,02:59:38
351,2019,W,1940,204,"Dover, Jessica (USA)",13186,35-39,01:29:23,02:59:44
352,2019,W,1987,206,"Dalton, Hannah (IRL)",4025,25-29,01:29:32,02:59:59
353,2019,W,2016,208,"Juarez Montes, Alejandra (MEX)",4093,30-34,01:26:19,03:00:16
354,2019,W,2027,210,"Meier-Hunger, Arlette (SUI)",569,40-44,01:26:57,03:00:23
355,2019,W,2061,212,"Gregoire, Hayley (USA)",17185,25-29,01:26:23,03:00:46
356,2019,W,2102,214,"Brausen, Elise (USA)",10547,20-24,01:29:14,03:01:09
357,2019,W,2106,216,"Righeimer, Vanessa (USA)",616,25-29,01:27:28,03:01:12
358,2019,W,2112,218,"Tait, Meghan (CAN)",2122,25-29,01:29:29,03:01:15
359,2019,W,2120,220,"Passu, Monica (COL)",6009,30-34,01:28:36,03:01:23
360,2019,W,2149,222,"Schoeller, Erica (USA)",14069,35-39,01:30:36,03:01:40
361,2019,W,2159,224,"Bondell, Allison (USA)",13041,35-39,01:31:46,03:01:44
362,2019,W,2178,226,"Link, Laura (USA)",11178,40-44,01:29:16,03:01:53
363,2019,W,2189,228,"Hurtado Garcia, Laura (MEX)",5551,30-34,01:30:54,03:02:06
364,2019,W,2216,230,"Janowitsch, Laura (USA)",15321,30-34,01:30:59,03:02:26
365,2019,W,2239,232,"Kung, Paola (PER)",5080,35-39,01:27:51,03:02:39
366,2019,W,2255,234,"Osborn, Lauren (USA)",14112,30-34,01:30:41,03:02:44
367,2019,W,2266,236,"Baxter, Marie (GBR)",7036,45-49,01:27:16,03:02:50
368,2019,W,2275,238,"Johnston, Sarah (USA)",10385,30-34,01:30:52,03:02:53
369,2019,W,2302,240,"Imperiale, Lydia (USA)",12085,40-44,01:28:57,03:03:12
370,2019,W,2336,242,"Wang, Jing (CHN)",2977,40-44,01:30:16,03:03:27
371,2019,W,2373,244,"Pelageia, Budankova (RUS)",20198,30-34,01:28:45,03:03:40
372,2019,W,2388,246,"Nishino, Kaori (JPN)",17141,30-34,01:29:23,03:03:51
373,2019,W,2404,248,"Yoshinaga, Sayaka (USA)",14116,35-39,01:28:12,03:04:00
374,2019,W,2412,250,"Alvarez, Alaina (USA)",17184,25-29,01:33:36,03:04:05
375,2019,W,2424,252,"Corby, Ana (USA)",13104,35-39,01:32:25,03:04:10
376,2019,W,2443,254,"Knauer, Carla (GER)",1076,30-34,01:28:47,03:04:20
377,2019,W,2478,256,"Shaw, Hillary (USA)",646,35-39,01:29:12,03:04:31
378,2019,W,2487,258,"Lomonosova, Liubov (UKR)",12122,35-39,01:32:23,03:04:35
379,2019,W,2489,260,"Riegel, Hadley (USA)",10338,25-29,01:32:29,03:04:36
380,2019,W,2506,262,"Pimentel, Blanca (MEX)",5555,45-49,01:28:50,03:04:44
381,2019,W,2547,264,"Burraston, Lauren (AUS)",1094,30-34,01:33:13,03:05:06
382,2019,W,2568,266,"Barylchenko, Inna (USA)",6292,30-34,01:31:43,03:05:18
383,2019,W,2581,268,"Karaman, Alia (AUS)",20232,35-39,01:29:17,03:05:27
384,2019,W,2589,270,"Willey, Rose (USA)",9277,25-29,01:31:53,03:05:29
385,2019,W,2591,272,"Panian, Lisa (USA)",13191,35-39,01:31:41,03:05:30
386,2019,W,2598,274,"Hernandez, Sara (USA)",9310,25-29,01:31:48,03:05:34
387,2019,W,2600,276,"Balcom, Jennifer (USA)",11410,35-39,01:32:57,03:05:35
388,2019,W,2607,278,"Diehl, Emily (USA)",13496,20-24,01:33:18,03:05:38
389,2019,W,2621,280,"Keane, Megan (USA)",13061,25-29,01:26:21,03:05:44
390,2019,W,2643,282,"Ambinder, Loren (USA)",10209,45-49,01:33:15,03:05:52
391,2019,W,2651,284,"Anderson, Rebecca (USA)",1055,40-44,01:29:44,03:05:58
392,2019,W,2657,286,"Weller, Elizabeth (USA)",13272,30-34,01:33:01,03:06:02
393,2019,W,2674,288,"Kleinjan, Ashleigh (USA)",20227,20-24,01:31:30,03:06:14
394,2019,W,2678,290,"Brockett, Meg (USA)",398,20-24,01:28:30,03:06:15
395,2019,W,2705,292,"Villarce, Itzu (MEX)",4216,25-29,01:32:14,03:06:30
396,2019,W,2715,294,"Stoverink, Gloria (USA)",12079,25-29,01:28:46,03:06:31
397,2019,W,2729,296,"Horton, Elena (USA)",15336,20-24,01:30:34,03:06:36
398,2019,W,2738,298,"Chamorro, Magdalena (CHI)",2166,30-34,01:34:38,03:06:42
399,2019,W,2749,300,"Tang, Lingqiao (CHN)",10349,30-34,01:33:11,03:06:52
400,2019,W,2755,302,"Li, Yanying (CHN)",2342,30-34,01:32:57,03:06:54
401,2019,W,2780,304,"Dusseau, Ambreleah (USA)",11219,35-39,01:34:27,03:07:04
402,2019,W,2799,306,"Sparkes, Stephanie (CAN)",2461,30-34,01:31:34,03:07:15
403,2019,W,2815,308,"Merlos, Guadalupe (USA)",12189,35-39,01:30:08,03:07:20
404,2019,W,2842,310,"Mancini, Lecia (CAN)",2487,35-39,01:33:25,03:07:28
405,2019,W,2854,312,"Belzer, Kira (USA)",11140,25-29,01:27:50,03:07:32
406,2019,W,2882,314,"Usui, Rie (JPN)",672,40-44,01:29:32,03:07:41
407,2019,W,2892,316,"Smith, Lisa (USA)",11440,35-39,01:31:28,03:07:46
408,2019,W,2908,318,"Juarez, Janessa (USA)",7236,30-34,01:33:15,03:07:51
409,2019,W,2911,320,"Solano Barquero, Alejandra (CRC)",2378,25-29,01:30:10,03:07:52
410,2019,W,2917,322,"Canales, Sofia (MEX)",5503,25-29,01:35:30,03:07:55
411,2019,W,2933,324,"Wilkie, Jill (AUS)",21650,50-54,01:30:16,03:08:00
412,2019,W,2941,326,"Pangonis, Chloe (USA)",14273,25-29,01:33:41,03:08:06
413,2019,W,2957,328,"Steis, Tatyana (USA)",5381,40-44,01:32:53,03:08:11
414,2019,W,2963,330,"Possari, Marcia (BRA)",2427,35-39,01:34:39,03:08:14
415,2019,W,2967,332,"Grabowski, Kerry (USA)",10594,40-44,01:36:15,03:08:16
416,2019,W,2981,334,"Peterson, Jocelyn (CAN)",2201,40-44,01:33:31,03:08:22
417,2019,W,2993,336,"Passos Ramalhete, Marina (BRA)",2432,30-34,01:29:46,03:08:25
418,2019,W,2997,338,"Roche, Morgan (USA)",13032,25-29,01:31:30,03:08:26
419,2019,W,3013,340,"Schaffer, Stephanie (USA)",8215,35-39,01:32:50,03:08:34
420,2019,W,3023,342,"Werren, Grace (USA)",17256,20-24,01:33:10,03:08:38
421,2019,W,3033,344,"Mikesell, Sarah (USA)",12215,25-29,01:33:25,03:08:47
422,2019,W,3049,346,"Smith, Jessica (USA)",11237,30-34,01:34:55,03:08:54
423,2019,W,3063,348,"Wark, Kara (CAN)",14266,30-34,01:32:34,03:08:59
424,2019,W,3066,350,"Lawton, Jayne (GBR)",543,50-54,01:31:41,03:08:59
425,2019,W,3071,352,"Benoit, Britney (CAN)",1181,30-34,01:34:21,03:09:02
426,2019,W,3088,354,"Zawatsky, Christen (USA)",12396,30-34,01:33:35,03:09:08
427,2019,W,3113,356,"Thrush, Megan (USA)",17322,30-34,01:29:43,03:09:18
428,2019,W,3116,358,"Strum, Meaghan (CAN)",2467,30-34,01:31:23,03:09:20
429,2019,W,3121,360,"Qian, Xue (CHN)",13526,30-34,01:35:09,03:09:21
430,2019,W,3126,362,"Zenszer, Jen (USA)",6102,40-44,01:32:56,03:09:22
431,2019,W,3135,364,"Carter, Diane (USA)",12473,25-29,01:32:42,03:09:26
432,2019,W,3142,366,"Dolce, Anna (USA)",12074,20-24,01:34:18,03:09:28
433,2019,W,3177,368,"Woo, April (USA)",693,40-44,01:30:30,03:09:39
434,2019,W,3181,370,"Short, Cassandra (USA)",8549,25-29,01:35:49,03:09:41
435,2019,W,3199,372,"Daniel Garcia, Lizbeth (MEX)",4211,30-34,01:32:06,03:09:48
436,2019,W,3213,374,"Wiegand, Aleksandra (RUS)",10420,35-39,01:33:31,03:09:53
437,2019,W,3216,376,"Grayson, Narelle (AUS)",1097,45-49,01:33:42,03:09:55
438,2019,W,3243,378,"Diquigiovanni, Barbara (ITA)",15407,45-49,01:35:15,03:10:07
439,2019,W,3255,380,"Tikotsky, Chelsea (USA)",13531,30-34,01:36:17,03:10:12
440,2019,W,3258,382,"Luchezi, Mariana (BRA)",1600,30-34,01:35:21,03:10:13
441,2019,W,3273,384,"Knast, Lindsey (USA)",13160,30-34,01:29:40,03:10:20
442,2019,W,3283,386,"Galiano, Maria (CHI)",2314,50-54,01:35:03,03:10:23
443,2019,W,3287,388,"Santos Lamata, Yolanda (ESP)",6068,40-44,01:33:16,03:10:24
444,2019,W,3301,390,"Degrauwe, Casandra (USA)",14416,30-34,01:35:52,03:10:30
445,2019,W,3304,392,"Turner, Ashley (USA)",8241,35-39,01:33:33,03:10:31
446,2019,W,3311,394,"Polino, Elisa (USA)",13459,25-29,01:35:04,03:10:34
447,2019,W,3319,396,"Schatz, Lauren (USA)",21452,20-24,01:38:57,03:10:37
448,2019,W,3338,398,"Reynolds, Erin (USA)",11059,25-29,01:34:08,03:10:43
449,2019,W,3359,400,"Eynon, Adrienne (USA)",10092,35-39,01:36:44,03:10:54
450,2019,W,3361,402,"Davies, Ashley (USA)",11393,30-34,01:35:46,03:10:55
451,2019,W,3369,404,"Escanero Palmer, Daniela (MEX)",5005,35-39,01:33:02,03:10:57
452,2019,W,3392,406,"Duncan, Caitlin (AUS)",21607,30-34,01:33:09,03:11:08
453,2019,W,3406,408,"Kawabata, Eri (JPN)",522,35-39,01:33:59,03:11:15
454,2019,W,3409,410,"Kozak, Lauren (USA)",7246,25-29,01:36:02,03:11:16
455,2019,W,3433,412,"Dupere, Sally (USA)",12531,35-39,01:35:15,03:11:23
456,2019,W,3439,414,"Nalepa, Abbigail (USA)",11730,30-34,01:35:20,03:11:25
457,2019,W,3447,416,"Tuchinda Peng, Lynn (USA)",11541,40-44,01:34:57,03:11:29
458,2019,W,3466,418,"Kordowska, Alicja (POL)",20297,30-34,01:33:21,03:11:36
459,2019,W,3484,420,"Oldenburg, Bridget (USA)",5358,35-39,01:34:32,03:11:43
460,2019,W,3493,422,"Palissery, Mason (USA)",10475,20-24,01:34:50,03:11:46
461,2019,W,3505,424,"Dawes, Jaime (USA)",14012,40-44,01:34:12,03:11:49
462,2019,W,3518,426,"Mcintosh, Erin (USA)",8537,30-34,01:35:03,03:11:55
463,2019,W,3527,428,"Jambrosich, Ashley (CAN)",2554,25-29,01:35:56,03:11:58
464,2019,W,3537,430,"Blazek, Audrey (USA)",10063,20-24,01:27:30,03:12:01
465,2019,W,3541,432,"Rinehart, Alyssa (USA)",14522,25-29,01:36:51,03:12:02
466,2019,W,3557,434,"Montalvo Gonzalez, Fernanda (MEX)",4201,30-34,01:34:02,03:12:09
467,2019,W,3567,436,"Ward, Brittany (CAN)",2560,30-34,01:38:22,03:12:12
468,2019,W,3578,438,"Koenig, Katie (USA)",11327,25-29,01:35:47,03:12:16
469,2019,W,3581,440,"Ferrarini, Maura (USA)",14124,25-29,01:32:24,03:12:18
470,2019,W,3584,442,"Garrett, Sam (USA)",14761,25-29,01:37:45,03:12:21
471,2019,W,3595,444,"Bacik, Missy (USA)",12577,20-24,01:37:00,03:12:27
472,2019,W,3598,446,"Hayden, Brittany (USA)",8521,30-34,01:36:07,03:12:27
473,2019,W,3605,448,"Bevan, Karen (IRL)",19680,40-44,01:34:54,03:12:29
474,2019,W,3611,450,"Moxley, Alexandra (USA)",9551,25-29,01:35:43,03:12:33
475,2019,W,3617,452,"Feehan, Marie (USA)",15059,35-39,01:36:07,03:12:36
476,2019,W,3630,454,"Westinghouse, Tasha (USA)",13564,40-44,01:33:50,03:12:39
477,2019,W,3637,456,"Day, Caroline (USA)",440,20-24,01:30:33,03:12:43
478,2019,W,3649,458,"Duong, Thi Khanh (TWN)",7012,35-39,01:33:27,03:12:47
479,2019,W,3655,460,"Kromrey, Loryn (USA)",8099,35-39,01:30:52,03:12:49
480,2019,W,3660,462,"Mask, Beth (USA)",17363,25-29,01:34:12,03:12:51
481,2019,W,3667,464,"Price, Linda (USA)",11444,35-39,01:35:59,03:12:52
482,2019,W,3680,466,"Suing, Shannon (USA)",659,40-44,01:31:31,03:12:57
483,2019,W,3685,468,"Munoz, Elizabeth (MEX)",5443,45-49,01:35:25,03:13:00
484,2019,W,3710,470,"Haag, Rosa (MEX)",11497,40-44,01:36:22,03:13:11
485,2019,W,3718,472,"Lawson, Chrysanthemum (USA)",542,45-49,01:35:59,03:13:15
486,2019,W,3734,474,"Mccoy, Alexis (USA)",9605,35-39,01:37:28,03:13:21
487,2019,W,3747,476,"Astudillo, Molly (USA)",8070,30-34,01:28:39,03:13:26
488,2019,W,3769,478,"Eberle, Morgan (USA)",8270,20-24,01:29:14,03:13:33
489,2019,W,3783,480,"Inyart, Hannah (USA)",9043,25-29,01:32:41,03:13:37
490,2019,W,3787,482,"Koshkinbayeva, Aisulu (KAZ)",4595,25-29,01:33:48,03:13:39
491,2019,W,3802,484,"Houghton, Laura (USA)",9511,30-34,01:36:43,03:13:43
492,2019,W,3808,486,"He, Xingan (CHN)",3446,40-44,01:36:44,03:13:44
493,2019,W,3817,488,"Lynch, Justine (GBR)",8060,30-34,01:29:57,03:13:49
494,2019,W,3828,490,"Whiteside, Kristen (USA)",8604,25-29,01:37:51,03:13:52
495,2019,W,3836,492,"Hudak, Lauren (USA)",11489,30-34,01:35:26,03:13:55
496,2019,W,3844,494,"Milton, Kimberly (USA)",10441,35-39,01:36:45,03:13:56
497,2019,W,3852,496,"Aranda, Olivia (MEX)",11298,40-44,01:34:35,03:13:59
498,2019,W,3866,498,"Dorrington, Jessica (USA)",447,40-44,01:34:31,03:14:02
499,2019,W,3872,500,"Valverde Jimenez, Ivannia (CRC)",3540,30-34,01:35:07,03:14:04
