,year,gender,place,place_gender,name,bib,division,half,finish
309,2019,M,127,120,"Hudson, Robert (GBR)",8052,30-34,01:12:46,02:28:56
310,2019,M,129,122,"Saunders, David (USA)",19177,30-34,01:13:45,02:28:59
311,2019,M,132,124,"Thompson, Nicholas (USA)",667,40-44,01:14:59,02:29:13
312,2019,M,134,126,"Oliveira, Rafael (POR)",6003,35-39,01:13:42,02:29:29
313,2019,M,136,128,"Alatalo, Erik (USA)",10021,25-29,01:12:48,02:29:34
314,2019,M,139,130,"Ren, Siwu (CHN)",19184,25-29,01:13:30,02:29:48
315,2019,M,141,132,"Quesnell, Michael (USA)",12164,25-29,01:15:18,02:30:03
316,2019,M,144,134,"Etzenhouser, Shawn (USA)",1069,30-34,01:15:18,02:30:39
317,2019,M,146,136,"Alexander, Daniel (GBR)",354,30-34,01:13:24,02:30:49
318,2019,M,148,138,"Klucznik, Christopher (USA)",1046,35-39,01:15:23,02:30:53
319,2019,M,150,140,"Clark, Doron (USA)",419,40-44,01:15:00,02:30:58
320,2019,M,152,142,"Macdonald, James (GBR)",8006,35-39,01:14:10,02:31:23
321,2019,M,154,144,"Dedert, Cass (USA)",14044,25-29,01:15:02,02:31:29
322,2019,M,156,146,"Casey, Kameron (USA)",704,25-29,01:17:13,02:31:40
323,2019,M,159,148,"Hesselbirg, Connor (USA)",12096,20-24,01:13:45,02:31:48
324,2019,M,162,150,"Burger, Garrett (USA)",13044,30-34,01:16:00,02:31:49
325,2019,M,164,152,"Masland, Caleb (USA)",562,35-39,01:15:00,02:31:56
326,2019,M,167,154,"Carey, Michael (USA)",12192,20-24,01:17:15,02:32:27
327,2019,M,169,156,"Chaisson, Stanley (CAN)",1175,35-39,01:14:30,02:32:36
328,2019,M,171,158,"Wood, Ethan (USA)",9357,25-29,01:15:25,02:32:40
329,2019,M,173,160,"Gillies, Tyler (USA)",13055,25-29,01:17:20,02:32:42
330,2019,M,175,162,"Benard, Nathan (FRA)",3059,20-24,01:12:47,02:32:43
331,2019,M,177,164,"Vall, Markus (SWE)",6099,25-29,01:14:39,02:32:48
332,2019,M,179,166,"Laino, Sebastian (ARG)",1090,35-39,01:17:14,02:32:56
333,2019,M,181,168,"Rhynard, Caleb (USA)",17130,25-29,01:16:38,02:33:07
334,2019,M,183,170,"Coffey, Peter (USA)",10080,25-29,01:16:03,02:33:14
335,2019,M,186,172,"Hannane, Chakib (MAR)",18171,40-44,01:16:20,02:33:26
336,2019,M,188,174,"Parrish, Ryan (USA)",595,40-44,01:15:50,02:33:33
337,2019,M,191,176,"Velazquez, Orlando (USA)",676,40-44,01:15:30,02:33:56
338,2019,M,193,178,"Aldridge, Liam (GBR)",8051,30-34,01:16:31,02:34:01
339,2019,M,195,180,"Edwards, Kit (GBR)",7062,30-34,01:17:36,02:34:10
340,2019,M,197,182,"Kaplan, Josh (USA)",9046,30-34,01:17:25,02:34:26
341,2019,M,200,184,"Cabel, Matthew (USA)",19179,25-29,01:17:21,02:34:44
342,2019,M,202,186,"Toews, Wesley (USA)",13036,30-34,01:16:46,02:34:46
343,2019,M,204,188,"Borgen, Andre (NOR)",5063,30-34,01:14:54,02:34:48
344,2019,M,206,190,"Grogaard, Andreas (NOR)",18165,25-29,01:15:07,02:34:51
345,2019,M,208,192,"Schmitt, Charles (USA)",11070,30-34,01:13:21,02:34:56
346,2019,M,210,194,"Gemmell, Nicholas (GBR)",7072,45-49,01:17:50,02:35:10
347,2019,M,212,196,"Duffy, Chris (USA)",1005,16-19,01:19:09,02:35:18
348,2019,M,214,198,"Bailey, Jeff (USA)",369,30-34,01:15:01,02:35:25
349,2019,M,218,200,"Cutter, Patrick (USA)",14019,30-34,01:17:22,02:35:34
350,2019,M,220,202,"Butcher, Brian (USA)",404,20-24,01:18:12,02:35:41
351,2019,M,223,204,"Delanghe, Sean (CAN)",2155,30-34,01:17:24,02:35:45
352,2019,M,225,206,"Thoburn, Chris (USA)",664,30-34,01:15:04,02:36:02
353,2019,M,227,208,"Thielsen, Brendan (USA)",14035,25-29,01:16:45,02:36:03
354,2019,M,229,210,"Diederichs, Gunnar (GER)",3084,40-44,01:18:05,02:36:17
355,2019,M,232,212,"Morris, David (GBR)",7064,35-39,01:14:42,02:36:33
356,2019,M,234,214,"Bowden, Nicholas (USA)",395,45-49,01:17:48,02:36:47
357,2019,M,236,216,"Mitchell, Tristan (USA)",12140,30-34,01:19:38,02:36:51
358,2019,M,238,218,"Salazar, Joel (USA)",15033,25-29,01:16:57,02:36:59
359,2019,M,241,220,"Cook, Matt (GBR)",7080,35-39,01:17:40,02:37:01
360,2019,M,243,222,"Mulligan, Matthew (USA)",9073,25-29,01:18:18,02:37:14
361,2019,M,245,224,"Young, Paul (USA)",13095,25-29,01:16:21,02:37:15
362,2019,M,247,226,"Pavelko, Andrii (UKR)",7030,30-34,01:16:41,02:37:18
363,2019,M,249,228,"Valente, Thomas (USA)",9078,25-29,01:17:18,02:37:21
364,2019,M,251,230,"Cheseto, Marko (USA)",12046,35-39,01:16:48,02:37:23
365,2019,M,253,232,"Stotts, Brian (USA)",11122,35-39,01:19:06,02:37:25
366,2019,M,255,234,"Peltoniemi, Ossi (FIN)",3047,30-34,01:15:32,02:37:29
367,2019,M,257,236,"Shanabruch, Thomas (USA)",11073,40-44,01:17:51,02:37:31
368,2019,M,260,238,"Koivisto, Troy (USA)",14030,25-29,01:18:34,02:37:37
369,2019,M,262,240,"Alexander, Grant (USA)",17388,20-24,01:17:32,02:37:42
370,2019,M,264,242,"Harder, Tim (USA)",13012,30-34,01:17:50,02:37:46
371,2019,M,266,244,"Mulvihill, John (IRL)",4021,35-39,01:16:36,02:37:48
372,2019,M,268,246,"Choi, Chris (USA)",13048,35-39,01:17:23,02:37:53
373,2019,M,270,248,"Tecza, Jakub (POL)",14169,25-29,01:13:39,02:37:55
374,2019,M,272,250,"Bell, Samuel (USA)",380,40-44,01:17:21,02:37:58
375,2019,M,274,252,"Spalding, Tony (USA)",11108,25-29,01:16:57,02:38:00
376,2019,M,276,254,"Schroeder, Adam (USA)",14114,35-39,01:17:10,02:38:12
377,2019,M,278,256,"Cunnington, Daniel (GBR)",8062,25-29,01:19:01,02:38:24
378,2019,M,280,258,"Loosvelt, Philippe (BEL)",1132,20-24,01:18:28,02:38:25
379,2019,M,282,260,"Rubin, Daniel (USA)",14183,20-24,01:18:09,02:38:34
380,2019,M,284,262,"Jove Riart, Xavier (AND)",15143,20-24,01:17:51,02:38:39
381,2019,M,287,264,"Talleri, William (ITA)",18182,40-44,01:19:28,02:38:48
382,2019,M,289,266,"Hohlman, Robbie (USA)",8085,25-29,01:16:27,02:38:51
383,2019,M,291,268,"Bauer, Jeremy (USA)",14104,40-44,01:17:59,02:39:01
384,2019,M,294,270,"Nishikata, Yuji (JPN)",4057,30-34,01:20:11,02:39:09
385,2019,M,296,272,"Kimura, Kyle (CAN)",2564,30-34,01:17:40,02:39:16
386,2019,M,298,274,"Clark, Steven (USA)",13101,45-49,01:19:40,02:39:21
387,2019,M,300,276,"Ernst, Ekkehard (GER)",1079,45-49,01:19:27,02:39:27
388,2019,M,302,278,"Folch, Tomas (CHI)",2172,40-44,01:20:41,02:39:29
389,2019,M,304,280,"Tian, Jun (CHN)",13028,25-29,01:19:31,02:39:30
390,2019,M,307,282,"Luzzi, Daniele (ITA)",18179,45-49,01:19:18,02:39:33
391,2019,M,309,284,"Parsons, Conner (USA)",12160,30-34,01:20:23,02:39:36
392,2019,M,311,286,"Oligmueller, Jay (USA)",12136,35-39,01:19:41,02:39:40
393,2019,M,313,288,"Anderson, Collin (USA)",360,30-34,01:17:50,02:39:42
394,2019,M,315,290,"Salzillo, Mark (USA)",1051,25-29,01:21:13,02:39:46
395,2019,M,317,292,"Royer, Dominic (CAN)",2105,30-34,01:20:37,02:39:50
396,2019,M,319,294,"Nichols, Tom (USA)",584,35-39,01:14:22,02:39:54
397,2019,M,321,296,"Swords, Graham (IRL)",4030,35-39,01:19:02,02:39:56
398,2019,M,323,298,"Wenger, Andreas (SUI)",684,40-44,01:17:17,02:39:56
399,2019,M,325,300,"Ilin, Sergei (RUS)",13107,25-29,01:19:44,02:39:58
400,2019,M,327,302,"Grandy, Trevor (USA)",11123,25-29,01:17:24,02:40:05
401,2019,M,329,304,"Myrda, Jan (USA)",13140,45-49,01:16:28,02:40:05
402,2019,M,331,306,"Young, Stephen (USA)",8065,30-34,01:19:14,02:40:13
403,2019,M,333,308,"Murphy, Russell (GBR)",7043,35-39,01:19:13,02:40:17
404,2019,M,335,310,"Erickson, Andrew (USA)",32909,20-24,01:21:10,02:40:17
405,2019,M,337,312,"Vergara, Tomas (CHI)",2186,35-39,01:21:17,02:40:21
406,2019,M,339,314,"Grindheim, Sebastian (NOR)",5065,25-29,01:17:02,02:40:24
407,2019,M,341,316,"Loh, Yuting (SIN)",6029,30-34,01:20:07,02:40:29
408,2019,M,343,318,"Ysebaert, Bart (BEL)",1125,40-44,01:21:30,02:40:33
409,2019,M,345,320,"Zhou, Qixiang (CHN)",19185,35-39,01:15:13,02:40:34
410,2019,M,347,322,"Schwartz, David (USA)",12157,25-29,01:17:57,02:40:43
411,2019,M,350,324,"Gilbert, Mitchell (USA)",12138,25-29,01:19:17,02:40:53
412,2019,M,353,326,"Rodriguez, Pedro (USA)",11113,35-39,01:15:14,02:41:03
413,2019,M,356,328,"Wilson, Nate (USA)",17131,25-29,01:21:31,02:41:08
414,2019,M,361,330,"Brush, Kyle (USA)",9062,25-29,01:20:33,02:41:15
415,2019,M,365,332,"Errthum, Ryan (USA)",12093,20-24,01:20:47,02:41:17
416,2019,M,367,334,"Lumbar, Todd (USA)",11033,30-34,01:20:55,02:41:20
417,2019,M,369,336,"Santander Kuborn, Baptiste (CHI)",1056,35-39,01:15:55,02:41:22
418,2019,M,371,338,"Minkarious, Jon (CAN)",2143,30-34,01:21:10,02:41:26
419,2019,M,373,340,"Frandsen, Jacob (DEN)",3040,35-39,01:18:29,02:41:29
420,2019,M,375,342,"Skilling, Richard (GBR)",7075,50-54,01:21:20,02:41:33
421,2019,M,377,344,"Golaszewski, Michal (POL)",5094,40-44,01:20:29,02:41:34
422,2019,M,379,346,"Cira, Frank (USA)",10078,45-49,01:19:49,02:41:35
423,2019,M,381,348,"Zelwin, Michael (USA)",13092,30-34,01:20:32,02:41:39
424,2019,M,383,350,"Yernye, Seth (USA)",13151,30-34,01:21:45,02:41:48
425,2019,M,386,352,"Bueno Gonzalez, Alberto (ESP)",6052,25-29,01:18:31,02:41:57
426,2019,M,389,354,"Mackenzie, Samuel (USA)",8087,35-39,01:18:19,02:42:02
427,2019,M,391,356,"Bache, Tom (USA)",14061,45-49,01:20:50,02:42:06
428,2019,M,394,358,"Minami, Takehiro (JPN)",1026,40-44,01:21:29,02:42:10
429,2019,M,396,360,"Wolf, Christopher (USA)",15010,30-34,01:21:18,02:42:10
430,2019,M,398,362,"Castellani, Michael (USA)",10072,25-29,01:21:27,02:42:15
431,2019,M,400,364,"Balabuck, Jonathan (CAN)",2132,35-39,01:18:21,02:42:23
432,2019,M,403,366,"Mantell, Steven (USA)",13130,25-29,01:21:01,02:42:27
433,2019,M,406,368,"Frechette, Samuel (CAN)",1177,30-34,01:18:08,02:42:30
434,2019,M,408,370,"Arnold, John (USA)",13156,25-29,01:22:50,02:42:32
435,2019,M,410,372,"Bailey, Dan (USA)",13016,30-34,01:23:21,02:42:42
436,2019,M,412,374,"Yen, Jason (USA)",11135,25-29,01:19:48,02:42:43
437,2019,M,415,376,"Poremba, Todd (USA)",14113,50-54,01:20:11,02:42:48
438,2019,M,418,378,"Isherwood, Jonathan (GBR)",7071,45-49,01:20:43,02:42:49
439,2019,M,420,380,"Schram, Michael (USA)",14171,25-29,01:15:19,02:42:53
440,2019,M,424,382,"Antonio Jaime, Da Silva De Moraes (BRA)",1150,30-34,01:21:33,02:42:57
441,2019,M,428,384,"Christie, Allan (GBR)",7037,35-39,01:21:40,02:43:01
442,2019,M,430,386,"Caceres, Rene (CHI)",2164,30-34,01:19:39,02:43:06
443,2019,M,432,388,"Schorsch, Peter (USA)",11184,25-29,01:20:12,02:43:08
444,2019,M,435,390,"Wymenga, George (USA)",12545,35-39,01:21:07,02:43:11
445,2019,M,439,392,"Frithiof, Rickard (SWE)",6095,35-39,01:21:34,02:43:15
446,2019,M,441,394,"Bueno Gonzalez, Juan Carlos (ESP)",6054,35-39,01:22:05,02:43:16
447,2019,M,443,396,"Ethier, Adam (USA)",14045,30-34,01:23:04,02:43:19
448,2019,M,445,398,"Akesson, Andreas (SWE)",7001,30-34,01:19:21,02:43:22
449,2019,M,447,400,"Barros, Miguel (BRA)",1362,35-39,01:21:11,02:43:25
450,2019,M,449,402,"Warburton, Sean (GBR)",1238,40-44,01:22:58,02:43:26
451,2019,M,451,404,"Fang, Jarwei (USA)",13052,30-34,01:20:30,02:43:29
452,2019,M,454,406,"Exner, Christian (GER)",3081,30-34,01:21:36,02:43:33
453,2019,M,456,408,"Marriott, Gavin (RSA)",6039,40-44,01:21:52,02:43:35
454,2019,M,459,410,"Moe, Asbjoern (NOR)",5069,25-29,01:22:17,02:43:37
455,2019,M,463,412,"Chapruet, Christopher (USA)",11137,25-29,01:24:28,02:43:43
456,2019,M,467,414,"Guarascio, Mike (USA)",14149,35-39,01:23:13,02:43:47
457,2019,M,471,416,"Diviney, Ciaran (IRL)",4016,45-49,01:22:13,02:44:00
458,2019,M,473,418,"Umhau, Bennett (USA)",14098,25-29,01:23:18,02:44:01
459,2019,M,475,420,"Bouchard, Julien (CAN)",1178,30-34,01:20:35,02:44:02
460,2019,M,477,422,"Arend, Robert (USA)",15028,25-29,01:20:34,02:44:04
461,2019,M,479,424,"Jones, Sumner (USA)",1201,16-19,01:23:03,02:44:05
462,2019,M,481,426,"Noguchi, Daisuke (JPN)",1027,30-34,01:19:32,02:44:06
463,2019,M,484,428,"Ward, Chris (GBR)",7066,35-39,01:21:23,02:44:08
464,2019,M,486,430,"Tena Solis, Jose (MEX)",5011,35-39,01:22:19,02:44:09
465,2019,M,488,432,"Goshorn, Heath (USA)",8437,20-24,01:22:15,02:44:10
466,2019,M,490,434,"Murillo, Jorge Esteban (COL)",3016,30-34,01:22:28,02:44:11
467,2019,M,492,436,"Kostyk, Piotr (USA)",9051,25-29,01:21:34,02:44:14
468,2019,M,494,438,"Crawford, George (GBR)",7053,25-29,01:20:41,02:44:16
469,2019,M,496,440,"Maddocks, Jordan (USA)",9061,30-34,01:18:44,02:44:17
470,2019,M,499,442,"Sullivan, Richard (USA)",19120,40-44,01:22:50,02:44:20
471,2019,M,501,444,"Scott, Thomas (USA)",10046,25-29,01:15:55,02:44:22
472,2019,M,504,446,"Edwards, Byron (GBR)",454,45-49,01:20:46,02:44:31
473,2019,M,506,448,"Sansome, Peter (GBR)",7067,40-44,01:18:47,02:44:32
474,2019,M,508,450,"Charlick, Charlie (GBR)",5050,25-29,01:21:58,02:44:33
475,2019,M,510,452,"Pallai, Mark (USA)",12023,25-29,01:21:23,02:44:34
476,2019,M,512,454,"Maisonneuve, Stephane (FRA)",13067,45-49,01:21:11,02:44:35
477,2019,M,514,456,"King, Ali (GBR)",6028,35-39,01:23:51,02:44:40
478,2019,M,516,458,"Fukumoto, Toshiaki (JPN)",4076,30-34,01:18:23,02:44:40
479,2019,M,518,460,"Nawrocki, Steven (USA)",8094,30-34,01:21:44,02:44:41
480,2019,M,520,462,"Ainouz, Filip (SWE)",6589,35-39,01:21:34,02:44:42
481,2019,M,522,464,"Walker, Jonathan (CAN)",1183,25-29,01:21:28,02:44:46
482,2019,M,524,466,"Gramajo, Michael (USA)",11004,35-39,01:20:53,02:44:47
483,2019,M,527,468,"Yip, Tung Hoi (HKG)",4005,30-34,01:20:52,02:44:52
484,2019,M,529,470,"Botma, Bryan (USA)",14059,30-34,01:23:02,02:44:56
485,2019,M,531,472,"Ginnan, Ken (CAN)",2151,40-44,01:21:30,02:45:02
486,2019,M,533,474,"Benge, Carter (USA)",12002,25-29,01:22:54,02:45:03
487,2019,M,535,476,"De Andrade Braga, Valdir (BRA)",1139,40-44,01:22:10,02:45:05
488,2019,M,537,478,"Reynolds, Drew (USA)",10007,45-49,01:22:33,02:45:09
489,2019,M,539,480,"Murrie, Andrew (USA)",14048,35-39,01:23:04,02:45:12
490,2019,M,541,482,"Krull, Alexander (USA)",12142,25-29,01:24:54,02:45:21
491,2019,M,543,484,"Takeuchi, Charles (BRA)",1583,30-34,01:24:14,02:45:24
492,2019,M,545,486,"Finnigan, Sean (USA)",15021,35-39,01:21:33,02:45:33
493,2019,M,547,488,"Rodriguez, Jose (ESP)",8016,35-39,01:20:53,02:45:35
494,2019,M,550,490,"Collins, William (USA)",14193,25-29,01:20:41,02:45:39
495,2019,M,553,492,"Lane, Jonathan (GBR)",1033,50-54,01:23:16,02:45:41
496,2019,M,558,494,"Perez, Abel (MEX)",10004,30-34,01:21:20,02:45:51
497,2019,M,560,496,"Salwey, Scott (USA)",13027,30-34,01:22:11,02:45:52
498,2019,M,562,498,"Rane, Manoj (IND)",4014,25-29,01:21:08,02:45:54
499,2019,M,564,500,"Callans, Adam (USA)",10069,35-39,01:21:13,02:45:58
